Nama,Brand,Tipe_Produk,SKU_Induk,SKU_Varian,Kapasitas,Warna,Varian,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk,Kategori
Tecno Camon 50 Pro 5G,Tecno,Smartphones,TEC-CAM-50P-5G-ER-CON,8100258466,8/256 GB,Nebula,"8/256 GB,Nebula",5599000,5599000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_50_pro_5g_black_01.webp,https://eraspace.com/erafone/tecno-camon-50-pro-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 50 Pro 5G,Tecno,Smartphones,TEC-CAM-50P-5G-ER-CON,8100258462,12/512 GB,Black,"12/512 GB,Black",5599000,5599000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_50_pro_5g_black_01.webp,https://eraspace.com/erafone/tecno-camon-50-pro-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 50 Pro 5G,Tecno,Smartphones,TEC-CAM-50P-5G-ER-CON,8100258463,12/512 GB,Nebula,"12/512 GB,Nebula",5599000,5599000,,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_50_pro_5g_black_01.webp,https://eraspace.com/erafone/tecno-camon-50-pro-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Camon 50 Pro 5G,Tecno,Smartphones,TEC-CAM-50P-5G-ER-CON,8100258468,12/256 GB,Black,"12/256 GB,Black",5599000,5599000,,7,Ready,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_50_pro_5g_black_01.webp,https://eraspace.com/erafone/tecno-camon-50-pro-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y31d Pro,vivo,Smartphones,VIV-Y31DP-ER-CON,8100261873,6/128 GB,Grey,"6/128 GB,Grey",4299000,4299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y31d_pro_white_1_1.webp,https://eraspace.com/erafone/vivo-y31d-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y31d Pro,vivo,Smartphones,VIV-Y31DP-ER-CON,8100261875,8/128 GB,Grey,"8/128 GB,Grey",4299000,4299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y31d_pro_white_1_1.webp,https://eraspace.com/erafone/vivo-y31d-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y31d Pro,vivo,Smartphones,VIV-Y31DP-ER-CON,8100261872,6/128 GB,White,"6/128 GB,White",4299000,4299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y31d_pro_white_1_1.webp,https://eraspace.com/erafone/vivo-y31d-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y31d Pro,vivo,Smartphones,VIV-Y31DP-ER-CON,8100261876,8/256 GB,White,"8/256 GB,White",4299000,4299000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y31d_pro_white_1_1.webp,https://eraspace.com/erafone/vivo-y31d-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y31d Pro,vivo,Smartphones,VIV-Y31DP-ER-CON,8100261877,8/256 GB,Grey,"8/256 GB,Grey",4299000,4299000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y31d_pro_white_1_1.webp,https://eraspace.com/erafone/vivo-y31d-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y31d Pro,vivo,Smartphones,VIV-Y31DP-ER-CON,8100261874,8/128 GB,White,"8/128 GB,White",4299000,4299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y31d_pro_white_1_1.webp,https://eraspace.com/erafone/vivo-y31d-pro,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226032,8/256 GB,Icyblue,"8/256 GB,Icyblue",11999000,10499000,13%,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226037,8/512 GB,Jetblack,"8/512 GB,Jetblack",11999000,10499000,13%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226038,8/512 GB,Navy,"8/512 GB,Navy",11999000,10499000,13%,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226035,8/256 GB,White,"8/256 GB,White",11999000,10499000,13%,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226033,8/256 GB,Jetblack,"8/256 GB,Jetblack",11999000,10499000,13%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226036,8/512 GB,Icyblue,"8/512 GB,Icyblue",11999000,10499000,13%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226039,8/512 GB,White,"8/512 GB,White",11999000,10499000,13%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy S25 FE,Samsung,Smartphones,SAM-GS25FE-ER-CON,8100226034,8/256 GB,Navy,"8/256 GB,Navy",11999000,10499000,13%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25fe_navy_1.webp,https://eraspace.com/erafone/samsung-galaxy-s25-fe,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100020327,8/256 GB,Midnight Black,"8/256 GB,Midnight Black",2349000,2349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100019803,6/128 GB,Mint Green,"6/128 GB,Mint Green",2349000,2349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100019695,6/128 GB,Twilight Orange,"6/128 GB,Twilight Orange",2349000,2349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100020288,8/256 GB,Twilight Orange,"8/256 GB,Twilight Orange",2349000,2349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100019800,6/128 GB,Midnight Black,"6/128 GB,Midnight Black",2349000,2349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100020339,8/256 GB,Mint Green,"8/256 GB,Mint Green",2349000,2349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100020342,8/256 GB,Moonlight Blue,"8/256 GB,Moonlight Blue",2349000,2349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 15C,Xiaomi,Smartphones,XIA-R15C-ER-CON,8100019847,6/128 GB,Moonlight Blue,"6/128 GB,Moonlight Blue",2349000,2349000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_15c_twilight_orange_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-15c,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222573,4/128 GB,Light Violet,"4/128 GB,Light Violet",1799000,1799000,,11,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222581,8/256 GB,Black,"8/256 GB,Black",1799000,1799000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222576,6/128 GB,Light Violet,"6/128 GB,Light Violet",1799000,1799000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222574,4/128 GB,Green,"4/128 GB,Green",1799000,1799000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222572,4/64 GB,Black,"4/64 GB,Black",1799000,1799000,,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222579,8/256 GB,Light Violet,"8/256 GB,Light Violet",1799000,1799000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222577,6/128 GB,Green,"6/128 GB,Green",1799000,1799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222570,4/64 GB,Light Violet,"4/64 GB,Light Violet",1799000,1799000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222580,8/256 GB,Green,"8/256 GB,Green",1799000,1799000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222571,4/64 GB,Green,"4/64 GB,Green",1799000,1799000,,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222575,4/128 GB,Black,"4/128 GB,Black",1799000,1799000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A07,Samsung,Smartphones,SAM-GA07-ER-CON,8100222578,6/128 GB,Black,"6/128 GB,Black",1799000,1799000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a07_light_violet_01.jpg,https://eraspace.com/erafone/samsung-galaxy-a07,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122760,128 GB,Pink,"128 GB,Pink",14499000,12499000,14%,133,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122759,128 GB,Black,"128 GB,Black",14499000,12499000,14%,164,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122767,256 GB,Blue,"256 GB,Blue",14499000,12499000,14%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122763,128 GB,Green,"128 GB,Green",14499000,12499000,14%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122766,256 GB,Yellow,"256 GB,Yellow",14499000,12499000,14%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122765,256 GB,Pink,"256 GB,Pink",14499000,12499000,14%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122764,256 GB,Black,"256 GB,Black",14499000,12499000,14%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122761,128 GB,Yellow,"128 GB,Yellow",14499000,12499000,14%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122762,128 GB,Blue,"128 GB,Blue",14499000,12499000,14%,164,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Apple iPhone 15,Apple,Smartphones,HAP-IP-15-ER-CON,8100122768,256 GB,Green,"256 GB,Green",14499000,12499000,14%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_iphone_15_pink_1_3.jpg,https://eraspace.com/erafone/apple-iphone-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15,Xiaomi,Smartphones,XIA-RN15-ER-CON,8100249539,8/128 GB,Blue,"8/128 GB,Blue",3199000,3199000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15,Xiaomi,Smartphones,XIA-RN15-ER-CON,8100249537,8/128 GB,Black,"8/128 GB,Black",3199000,3199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15,Xiaomi,Smartphones,XIA-RN15-ER-CON,8100249541,8/256 GB,Purple,"8/256 GB,Purple",3199000,3199000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15,Xiaomi,Smartphones,XIA-RN15-ER-CON,8100249538,8/128 GB,Purple,"8/128 GB,Purple",3199000,3199000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15,Xiaomi,Smartphones,XIA-RN15-ER-CON,8100249540,8/256 GB,Black,"8/256 GB,Black",3199000,3199000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235570,4/64 GB,Violet Purple,"4/64 GB,Violet Purple",2299000,2299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235572,4/128 GB,Violet Purple,"4/128 GB,Violet Purple",2299000,2299000,,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235577,6/256 GB,Ice Blue,"6/256 GB,Ice Blue",2299000,2299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100250428,8/128 GB,Ice Blue,"8/128 GB,Ice Blue",2299000,2299000,,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235576,6/256 GB,Plum Purple,"6/256 GB,Plum Purple",2299000,2299000,,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235571,4/64 GB,Plum Purple,"4/64 GB,Plum Purple",2299000,2299000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100250427,8/128 GB,Plum Purple,"8/128 GB,Plum Purple",2299000,2299000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235575,6/128 GB,Ice Blue,"6/128 GB,Ice Blue",2299000,2299000,,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235574,6/128 GB,Plum Purple,"6/128 GB,Plum Purple",2299000,2299000,,8,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A6x,OPPO,Smartphones,OP-A6X-ER-CON,8100235573,4/128 GB,Plum Purple,"4/128 GB,Plum Purple",2299000,2299000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6x_plum_1.webp,https://eraspace.com/erafone/oppo-a6x,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G86 Power,Motorola,Smartphones,MOT-G86P-ER-CON,8100258855,8/256 GB,Golden Cypress,"8/256 GB,Golden Cypress",4399000,4399000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g86_power_spellbound_1.webp,https://eraspace.com/erafone/motorola-g86-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G86 Power,Motorola,Smartphones,MOT-G86P-ER-CON,8100258854,8/256 GB,Cosmic Sky,"8/256 GB,Cosmic Sky",4399000,4399000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g86_power_spellbound_1.webp,https://eraspace.com/erafone/motorola-g86-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G86 Power,Motorola,Smartphones,MOT-G86P-ER-CON,8100258856,8/256 GB,Chrysanthemum,"8/256 GB,Chrysanthemum",4399000,4399000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g86_power_spellbound_1.webp,https://eraspace.com/erafone/motorola-g86-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G86 Power,Motorola,Smartphones,MOT-G86P-ER-CON,8100258853,8/256 GB,Spellbound,"8/256 GB,Spellbound",4399000,4399000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g86_power_spellbound_1.webp,https://eraspace.com/erafone/motorola-g86-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola RAZR 60,Motorola,Smartphones,MOT-RA60-ER-CON,8100258871,8/256 GB,Gibraltar Sea,"8/256 GB,Gibraltar Sea",10999000,10999000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_razr_60_gibraltar_sea_1.webp,https://eraspace.com/erafone/motorola-razr-60,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola RAZR 60,Motorola,Smartphones,MOT-RA60-ER-CON,8100258873,8/256 GB,Parfait Pink,"8/256 GB,Parfait Pink",10999000,10999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_razr_60_gibraltar_sea_1.webp,https://eraspace.com/erafone/motorola-razr-60,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G57 Power,Motorola,Smartphones,MOT-G57P-ER-CON,8100258869,8/128 GB,Fluidity,"8/128 GB,Fluidity",3099000,3099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g57_power_corsair_1.webp,https://eraspace.com/erafone/motorola-g57-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G57 Power,Motorola,Smartphones,MOT-G57P-ER-CON,8100258867,8/256 GB,Regatta,"8/256 GB,Regatta",3099000,3099000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g57_power_corsair_1.webp,https://eraspace.com/erafone/motorola-g57-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G57 Power,Motorola,Smartphones,MOT-G57P-ER-CON,8100258866,8/256 GB,Fluidity,"8/256 GB,Fluidity",3099000,3099000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g57_power_corsair_1.webp,https://eraspace.com/erafone/motorola-g57-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G57 Power,Motorola,Smartphones,MOT-G57P-ER-CON,8100258865,8/256 GB,Corsair,"8/256 GB,Corsair",3099000,3099000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g57_power_corsair_1.webp,https://eraspace.com/erafone/motorola-g57-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G57 Power,Motorola,Smartphones,MOT-G57P-ER-CON,8100258868,8/128 GB,Corsair,"8/128 GB,Corsair",3099000,3099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g57_power_corsair_1.webp,https://eraspace.com/erafone/motorola-g57-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Motorola G57 Power,Motorola,Smartphones,MOT-G57P-ER-CON,8100258870,8/128 GB,Regatta,"8/128 GB,Regatta",3099000,3099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/m/o/motorola_g57_power_corsair_1.webp,https://eraspace.com/erafone/motorola-g57-power,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 15 5G,Xiaomi,Smartphones,XIA-RN15-5G-ER-CON,8100249547,8/256 GB,Purple,"8/256 GB,Purple",4199000,4199000,,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_15_5g_black_01.webp,https://eraspace.com/erafone/xiaomi-redmi-note-15-5g,Semua Device (HP+Tablet+Laptop+Mac) [*]
