Nama,Brand,Tipe_Produk,SKU_Induk,Link_Gambar,Link_Produk,Varian,Kapasitas,Warna,SKU_Varian,Harga_Normal,Harga_Promo,Stok_Qty,Status_Stok,Image_Count,Image_URLs
OPPO Find X9,OPPO,Smartphones,OP-FX9-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9,"12/256 GB,Space Black",12/256 GB,Space Black,8100228698,15999000,15999000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_blk_1_1_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_blk_2_1_1_1.webp"
OPPO Find X9,OPPO,Smartphones,OP-FX9-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9,"12/256 GB,Velvet Red",12/256 GB,Velvet Red,8100228700,15999000,15999000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_red_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_red_2.webp"
OPPO Find X9,OPPO,Smartphones,OP-FX9-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_grey_1.webp,https://eraspace.com/erafone/oppo-find-x9,"16/512 GB,Space Black",16/512 GB,Space Black,8100228701,17999000,17999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_blk_1_1_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x9_blk_2_1_1_1.webp"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/128 GB,Violet",8/128 GB,Violet,8100145984,3499000,3499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_violet_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_violet_05_1.webp"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/256 GB,Yellow",8/256 GB,Yellow,8100145989,3699000,3699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_yellow_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_yellow_04_1.webp"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/256 GB,Pink",8/256 GB,Pink,8100028047,3699000,3699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_pink_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_pink_2_1.jpg"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/128 GB,Green ",8/128 GB,Green ,8100145982,3499000,3499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_green_06_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_green_07_1.webp"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/256 GB,Silver",8/256 GB,Silver,8100145987,3699000,3699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_silver_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_silver_2_1.jpg"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/256 GB,Violet",8/256 GB,Violet,8100145990,3699000,3699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_violet_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_violet_05_1.webp"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/256 GB,Green ",8/256 GB,Green ,8100145988,3699000,3699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_green_06_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_green_07_1.webp"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/128 GB,Silver",8/128 GB,Silver,8100145981,3499000,3499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_silver_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_silver_2_1.jpg"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/128 GB,Pink",8/128 GB,Pink,8100026712,3499000,3499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_pink_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_pink_2_1.jpg"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/128 GB,Black",8/128 GB,Black,8100145980,3499000,3499000,1,Ready,5,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_5.jpg"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/256 GB,Black",8/256 GB,Black,8100145986,3699000,3699000,0,Habis,5,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_5.jpg"
Infinix Hot 60 Pro+,Infinix,Smartphones,INF-H60PP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus,"8/128 GB,Yellow",8/128 GB,Yellow,8100145983,3499000,3499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_yellow_03_1.webp, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_plus_yellow_04_1.webp"
Xiaomi 17 Ultra,Xiaomi,Smartphones,XIA-17U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp,https://eraspace.com/erafone/xiaomi-17-ultra,"16/512 GB,Starlit Green",16/512 GB,Starlit Green,8100257454,19999000,19699000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_grn_1_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_grn_2_1_1.webp"
Xiaomi 17 Ultra,Xiaomi,Smartphones,XIA-17U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp,https://eraspace.com/erafone/xiaomi-17-ultra,"16/1 TB,Black",16/1 TB,Black,8100257452,22999000,22599000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_blk_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_blk_2_2.webp"
Xiaomi 17 Ultra,Xiaomi,Smartphones,XIA-17U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp,https://eraspace.com/erafone/xiaomi-17-ultra,"16/512 GB,White",16/512 GB,White,8100257453,19999000,19699000,2,Ready,9,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_7_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_8_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_9_2.webp"
Xiaomi 17 Ultra,Xiaomi,Smartphones,XIA-17U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp,https://eraspace.com/erafone/xiaomi-17-ultra,"16/512 GB,Black",16/512 GB,Black,8100257455,19999000,19699000,1,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_blk_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_blk_2_2.webp"
Xiaomi 17 Ultra,Xiaomi,Smartphones,XIA-17U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp,https://eraspace.com/erafone/xiaomi-17-ultra,"16/1 TB,Starlit Green",16/1 TB,Starlit Green,8100257451,22999000,22599000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_grn_1_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_grn_2_1_1.webp"
Xiaomi 17 Ultra,Xiaomi,Smartphones,XIA-17U-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp,https://eraspace.com/erafone/xiaomi-17-ultra,"16/1 TB,White",16/1 TB,White,8100257450,22999000,22599000,3,Ready,9,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_7_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_8_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17_ultra_wht_9_2.webp"
HONOR 400 Lite 5G,Honor,Smartphones,HON-400L-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_1_1.jpg,https://eraspace.com/erafone/honor-400-lite-5g,Velvet Grey,-,Velvet Grey,8100145831,3999000,3999000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_2_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_3_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_4_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_5_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_6_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_7_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_8_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_9_1.jpg"
HONOR 400 Lite 5G,Honor,Smartphones,HON-400L-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_velvet_grey_1_1.jpg,https://eraspace.com/erafone/honor-400-lite-5g,Marrs Green,-,Marrs Green,8100145833,3999000,3999000,15,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_marrs_green_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_400_lite_5g_marrs_green_2.jpg"
Samsung Galaxy S24 FE,Samsung,Smartphones,SAM-GS24FE-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-s24-fe,"256 GB,Blue ",-,Blue ,8100027167,9999000,6999000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_2_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_3_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_4_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_5_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_6_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_7_1_2.jpg"
Samsung Galaxy S24 FE,Samsung,Smartphones,SAM-GS24FE-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-s24-fe,"256 GB,Gray",-,Gray,8100027168,9999000,6999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_gray_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_gray_2_1.jpg"
Samsung Galaxy S24 FE,Samsung,Smartphones,SAM-GS24FE-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-s24-fe,"128 GB,Blue ",-,Blue ,8100027166,8999000,5999000,1,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_2_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_3_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_4_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_5_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_6_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_7_1_2.jpg"
Samsung Galaxy S24 FE,Samsung,Smartphones,SAM-GS24FE-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-s24-fe,"256 GB,Graphite",-,Graphite,8100027169,9999000,6999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_graphite_1_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_graphite_2_1_2.jpg"
Samsung Galaxy S24 FE,Samsung,Smartphones,SAM-GS24FE-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_blue_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-s24-fe,"128 GB,Graphite",-,Graphite,8100044186,8999000,8999000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_graphite_1_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s24_fe_graphite_2_1_2.jpg"
vivo V60 5G,vivo,Smartphones,VIV-V60-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg,https://eraspace.com/erafone/vivo-v60-5g,"12/512 GB,Gray",12/512 GB,Gray,8100222877,8499000,8499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_gray_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_gray_2.jpg"
vivo V60 5G,vivo,Smartphones,VIV-V60-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg,https://eraspace.com/erafone/vivo-v60-5g,"12/256 GB,Purple",12/256 GB,Purple,8100222874,7499000,7499000,0,Habis,10,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_10.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_7.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_8.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_9.jpg"
vivo V60 5G,vivo,Smartphones,VIV-V60-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg,https://eraspace.com/erafone/vivo-v60-5g,"12/256 GB,Gray",12/256 GB,Gray,8100222875,7499000,7499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_gray_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_gray_2.jpg"
vivo V60 5G,vivo,Smartphones,VIV-V60-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg,https://eraspace.com/erafone/vivo-v60-5g,"8/256 GB,Gray",8/256 GB,Gray,8100222872,6999000,6999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_gray_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_gray_2.jpg"
vivo V60 5G,vivo,Smartphones,VIV-V60-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg,https://eraspace.com/erafone/vivo-v60-5g,"8/256 GB,Purple",8/256 GB,Purple,8100222871,6999000,6999000,1,Ready,10,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_10.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_7.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_8.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_9.jpg"
vivo V60 5G,vivo,Smartphones,VIV-V60-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg,https://eraspace.com/erafone/vivo-v60-5g,"12/512 GB,Purple",12/512 GB,Purple,8100222876,8499000,8499000,1,Ready,10,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_10.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_7.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_8.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_9.jpg"
vivo V60 5G,vivo,Smartphones,VIV-V60-5G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_purple_1.jpg,https://eraspace.com/erafone/vivo-v60-5g,"8/256 GB,Blue",8/256 GB,Blue,8100222873,6999000,6999000,1,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_blue_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v60_5g_blue_2.jpg"
OPPO A6 Pro 4G,OPPO,Smartphones,OP-A6P4G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_01_2.webp,https://eraspace.com/erafone/oppo-a6-pro-4g,"8/128 GB,Lunar Titanium",8/128 GB,Lunar Titanium,8100226398,4599000,4599000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_lunar_titanium_04_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_lunar_titanium_05_1_1.webp"
OPPO A6 Pro 4G,OPPO,Smartphones,OP-A6P4G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_01_2.webp,https://eraspace.com/erafone/oppo-a6-pro-4g,"8/256 GB,Lunar Titanium",8/256 GB,Lunar Titanium,8100226401,4999000,4999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_lunar_titanium_04_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_lunar_titanium_05_1_1.webp"
OPPO A6 Pro 4G,OPPO,Smartphones,OP-A6P4G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_01_2.webp,https://eraspace.com/erafone/oppo-a6-pro-4g,"8/128 GB,Coral Pink",8/128 GB,Coral Pink,8100226397,4599000,4599000,4,Ready,7,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_02_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_03_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_04_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_05_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_06_2.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_07_1_2.webp"
OPPO A6 Pro 4G,OPPO,Smartphones,OP-A6P4G-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_colar_pink_01_2.webp,https://eraspace.com/erafone/oppo-a6-pro-4g,"8/256 GB,Stellar Blue",8/256 GB,Stellar Blue,8100226402,4999000,4999000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_stellar_blue_04_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a6_pro_4g_stellar_blue_05_1_1.webp"
